date,year,month,day,centroid_lat,centroid_lon,elev_m,u2_ms,tmin_c,tmax_c,srad_wm2,ea_kpa,pair_kpa,prcp_mm,etr_mm,eto_mm
2000-03-02,2000,3,2,46.1500000000,-105.8083333000,776.2399902344,2.0194678307,-0.3500061035,14.5500183105,157.0000000000,0.5339392502,92.4546677394,0.0000000000,3.1000001431,2.1000001431
2000-03-03,2000,3,3,46.1500000000,-105.8083333000,776.2399902344,2.6926236153,-1.9499816895,15.2500000000,154.4000091553,0.5383789493,92.4546677394,0.0000000000,3.6000001431,2.4000000954
2000-03-04,2000,3,4,46.1500000000,-105.8083333000,776.2399902344,2.2438530922,-0.3500061035,19.6499938965,165.8000030518,0.5783289740,92.4546677394,0.0000000000,4.3000001907,2.9000000954
2000-03-05,2000,3,5,46.1500000000,-105.8083333000,776.2399902344,1.9446728230,1.6499938965,19.2500000000,167.1000061035,0.6123501502,92.4546677394,0.0000000000,3.9000000954,2.7000000477
2000-03-06,2000,3,6,46.1500000000,-105.8083333000,776.2399902344,2.5430335999,-0.7500000000,13.2500000000,149.9000091553,0.7202676418,92.4546677394,0.0000000000,2.4000000954,1.7000000477
2000-03-07,2000,3,7,46.1500000000,-105.8083333000,776.2399902344,2.6926236153,-1.2500000000,14.4500122070,136.9000091553,0.6847984579,92.4546677394,0.0000000000,2.7999999523,2.0000000000
2000-03-08,2000,3,8,46.1500000000,-105.8083333000,776.2399902344,4.4129109383,-6.5499877930,7.9500122070,112.5000000000,0.4317815686,92.4546677394,0.0000000000,2.6000001431,1.7000000477
2000-03-09,2000,3,9,46.1500000000,-105.8083333000,776.2399902344,2.1690580845,-9.7500000000,0.4500122070,91.9000015259,0.3443614714,92.4546677394,0.0000000000,1.1000000238,0.8000000119
2000-03-10,2000,3,10,46.1500000000,-105.8083333000,776.2399902344,2.2438530922,-9.0499877930,7.8500061035,175.8000030518,0.4228942155,92.4546677394,0.0000000000,2.0000000000,1.5000000000
2000-03-11,2000,3,11,46.1500000000,-105.8083333000,776.2399902344,1.9446728230,-5.7500000000,10.2500000000,126.3000030518,0.4643628458,92.4546677394,0.0000000000,2.2000000477,1.6000000238
2000-03-12,2000,3,12,46.1500000000,-105.8083333000,776.2399902344,2.5430335999,-4.0499877930,8.4500122070,134.3000030518,0.4451113334,92.4546677394,0.0000000000,2.4000000954,1.7000000477
2000-03-13,2000,3,13,46.1500000000,-105.8083333000,776.2399902344,2.5430335999,-6.8500061035,7.8500061035,101.8000030518,0.4006730883,92.4546677394,0.0000000000,2.2999999523,1.6000000238
2000-03-14,2000,3,14,46.1500000000,-105.8083333000,776.2399902344,3.5153698921,-2.3500061035,12.1499938965,112.0999984741,0.4599204533,92.4546677394,0.0000000000,3.7000000477,2.4000000954
2000-03-15,2000,3,15,46.1500000000,-105.8083333000,776.2399902344,1.8698774576,-9.3500061035,6.0500183105,71.4000015259,0.3621468965,92.4546677394,0.0000000000,1.6000000238,1.2000000477
2000-03-16,2000,3,16,46.1500000000,-105.8083333000,776.2399902344,2.4682383537,-9.5499877930,10.2500000000,182.4000091553,0.3991915590,92.4546677394,0.0000000000,2.7999999523,2.0000000000
2000-03-17,2000,3,17,46.1500000000,-105.8083333000,776.2399902344,4.2633209229,-1.3500061035,11.9500122070,164.4000091553,0.4406682402,92.4546677394,0.0000000000,4.3000001907,2.9000000954
2000-03-18,2000,3,18,46.1500000000,-105.8083333000,776.2399902344,3.5901648998,-1.1499938965,11.0500183105,200.1000061035,0.3547366290,92.4546677394,0.0000000000,4.4000000954,3.0000000000
2000-03-19,2000,3,19,46.1500000000,-105.8083333000,776.2399902344,3.8893456459,-2.2500000000,15.7500000000,134.6000061035,0.4125248825,92.4546677394,0.0000000000,5.3000001907,3.4000000954
2000-03-20,2000,3,20,46.1500000000,-105.8083333000,776.2399902344,3.9641406536,-2.1499938965,8.3500061035,162.4000091553,0.4036361619,92.4546677394,0.0000000000,3.4000000954,2.2999999523
2000-03-21,2000,3,21,46.1500000000,-105.8083333000,776.2399902344,3.0665991306,-5.5499877930,11.2500000000,209.5000000000,0.3265734557,92.4546677394,0.0000000000,4.0999999046,2.7999999523
2000-03-22,2000,3,22,46.1500000000,-105.8083333000,776.2399902344,2.8422138691,-3.3500061035,16.6499938965,207.8000030518,0.3903018677,92.4546677394,0.0000000000,5.0999999046,3.4000000954
