ET Cell ID	ET Cell Name	Ref ET MET ID	Met Latitude	Met Longitude	Met Elevation (feet)	Area weighted average Permeability - in/hr	Area weighted average WHC - in/ft	Average soil depth - in	Hydrologic Group (A-C) (A='coarse'  B='medium')	Hydrologic Group  (1-3) (1='coarse' 2='medium')	Aridity Rating (fromHuntington plus google)	Ref ET Data Path
1019	1019	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
102	102	147340	  44.9830	-107.1420	4492.52	-999	1.6800	60	B	2	50	
1020	1020	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1021	1021	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1022	1022	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1023	1023	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1024	1024	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1025	1025	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1026	1026	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1027	1027	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1028	1028	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1029	1029	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
103	103	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1030	1030	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1031	1031	157046	  44.6920	-106.9750	4075.59	-999	1.5600	60	B	2	50	
1032	1032	157046	  44.6920	-106.9750	4075.59	-999	1.5600	60	B	2	50	
1033	1033	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1034	1034	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1035	1035	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1036	1036	157049	  44.6920	-106.8500	4175.20	-999	1.6800	60	B	2	50	
1037	1037	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1038	1038	157046	  44.6920	-106.9750	4075.59	-999	1.5600	60	B	2	50	
1039	1039	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
104	104	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1040	1040	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1041	1041	157046	  44.6920	-106.9750	4075.59	-999	1.8694	60	B	2	50	
1042	1042	157049	  44.6920	-106.8500	4175.20	-999	1.5600	60	B	2	50	
1043	1043	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1044	1044	157042	  44.6920	-107.1420	4816.40	-999	1.8000	60	B	2	50	
1045	1045	157046	  44.6920	-106.9750	4075.59	-999	1.9088	60	B	2	50	
1046	1046	157046	  44.6920	-106.9750	4075.59	-999	1.8000	60	B	2	50	
1047	1047	157046	  44.6920	-106.9750	4075.59	-999	1.5600	60	B	2	50	
1048	1048	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1049	1049	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
105	105	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1050	1050	157049	  44.6920	-106.8500	4175.20	-999	1.5600	60	B	2	50	
1051	1051	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1052	1052	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1053	1053	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1054	1054	157049	  44.6920	-106.8500	4175.20	-999	1.5600	60	B	2	50	
1055	1055	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1056	1056	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1057	1057	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1058	1058	157049	  44.6920	-106.8500	4175.20	-999	1.7635	60	B	2	50	
1059	1059	157046	  44.6920	-106.9750	4075.59	-999	1.8464	60	B	2	50	
106	106	147341	  44.9830	-107.1000	4415.49	-999	1.5600	60	B	2	50	
1060	1060	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1061	1061	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1062	1062	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1063	1063	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1064	1064	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1065	1065	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1066	1066	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1067	1067	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1068	1068	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1069	1069	157048	  44.6920	-106.8920	4288.58	-999	1.9200	60	B	2	50	
107	107	147336	  44.9830	-107.3080	4349.21	-999	1.9200	60	B	2	50	
1070	1070	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1071	1071	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1072	1072	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1073	1073	157048	  44.6920	-106.8920	4288.58	-999	1.9200	60	B	2	50	
1074	1074	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1075	1075	157049	  44.6920	-106.8500	4175.20	-999	1.5600	60	B	2	50	
1076	1076	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1077	1077	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1078	1078	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
1079	1079	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
108	108	147342	  44.9830	-107.0580	4249.08	-999	1.6800	60	B	2	50	
1080	1080	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1081	1081	157048	  44.6920	-106.8920	4288.58	-999	1.9200	60	B	2	50	
1082	1082	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1083	1083	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1084	1084	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
1085	1085	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1086	1086	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1087	1087	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
1088	1088	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1089	1089	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
109	109	147345	  44.9830	-106.9330	3686.88	-999	1.9200	60	B	2	50	
1090	1090	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1091	1091	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1092	1092	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1093	1093	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1094	1094	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1095	1095	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1096	1096	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1097	1097	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1098	1098	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1099	1099	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
11	11	155662	  44.7330	-106.8920	4144.36	-999	1.9200	60	B	2	50	
110	110	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1100	1100	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1101	1101	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1102	1102	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1103	1103	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1104	1104	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1105	1105	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1106	1106	157048	  44.6920	-106.8920	4288.58	-999	1.9200	60	B	2	50	
1107	1107	157045	  44.6920	-107.0170	4337.40	-999	1.8231	60	B	2	50	
1108	1108	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1109	1109	157049	  44.6920	-106.8500	4175.20	-999	1.9200	60	B	2	50	
111	111	147345	  44.9830	-106.9330	3686.88	-999	1.9200	60	B	2	50	
1110	1110	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1111	1111	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1112	1112	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1113	1113	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1114	1114	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1115	1115	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1116	1116	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1117	1117	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1118	1118	157046	  44.6920	-106.9750	4075.59	-999	1.6800	60	B	2	50	
1119	1119	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
112	112	147342	  44.9830	-107.0580	4249.08	-999	1.6800	60	B	2	50	
1120	1120	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1121	1121	157044	  44.6920	-107.0580	4590.68	-999	1.8000	60	B	2	50	
1122	1122	157042	  44.6920	-107.1420	4816.40	-999	1.4400	60	B	2	50	
1123	1123	157043	  44.6920	-107.1000	4728.87	-999	1.8000	60	B	2	50	
1124	1124	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1125	1125	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1126	1126	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1127	1127	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1128	1128	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
1129	1129	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
113	113	147340	  44.9830	-107.1420	4492.52	-999	1.6800	60	B	2	50	
1130	1130	157048	  44.6920	-106.8920	4288.58	-999	1.7507	60	B	2	50	
1131	1131	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
1132	1132	157048	  44.6920	-106.8920	4288.58	-999	1.6800	60	B	2	50	
1133	1133	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1134	1134	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1135	1135	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1136	1136	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1137	1137	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1138	1138	157047	  44.6920	-106.9330	4106.43	-999	1.6800	60	B	2	50	
1139	1139	157043	  44.6920	-107.1000	4728.87	-999	1.5600	60	B	2	50	
114	114	147341	  44.9830	-107.1000	4415.49	-999	1.6800	60	B	2	50	
1140	1140	157048	  44.6920	-106.8920	4288.58	-999	1.9200	60	B	2	50	
1141	1141	157049	  44.6920	-106.8500	4175.20	-999	1.8444	60	B	2	50	
1142	1142	158428	  44.6500	-107.1420	6380.05	-999	1.4400	60	B	2	50	
1143	1143	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1144	1144	157046	  44.6920	-106.9750	4075.59	-999	1.5600	60	B	2	50	
1145	1145	157045	  44.6920	-107.0170	4337.40	-999	1.8000	60	B	2	50	
1146	1146	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1147	1147	158434	  44.6500	-106.8920	4432.81	-999	1.7789	60	B	2	50	
1148	1148	157046	  44.6920	-106.9750	4075.59	-999	1.9200	60	B	2	50	
1149	1149	158432	  44.6500	-106.9750	4379.13	-999	1.9200	60	B	2	50	
115	115	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1150	1150	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1151	1151	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1152	1152	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1153	1153	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1154	1154	158429	  44.6500	-107.1000	5506.04	-999	1.8000	60	B	2	50	
1155	1155	158431	  44.6500	-107.0170	4424.93	-999	1.8226	60	B	2	50	
1156	1156	158428	  44.6500	-107.1420	6380.05	-999	1.4400	60	B	2	50	
1157	1157	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1158	1158	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1159	1159	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
116	116	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1160	1160	158432	  44.6500	-106.9750	4379.13	-999	1.9200	60	B	2	50	
1161	1161	158432	  44.6500	-106.9750	4379.13	-999	1.9200	60	B	2	50	
1162	1162	158429	  44.6500	-107.1000	5506.04	-999	1.8000	60	B	2	50	
1163	1163	158435	  44.6500	-106.8500	4330.31	-999	1.9195	60	B	2	50	
1164	1164	158430	  44.6500	-107.0580	4849.87	-999	1.5600	60	B	2	50	
1165	1165	158432	  44.6500	-106.9750	4379.13	-999	1.9200	60	B	2	50	
1166	1166	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1167	1167	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1168	1168	158434	  44.6500	-106.8920	4432.81	-999	1.9200	60	B	2	50	
1169	1169	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
117	117	158435	  44.6500	-106.8500	4330.31	-999	1.7441	60	B	2	50	
1170	1170	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1171	1171	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1172	1172	158429	  44.6500	-107.1000	5506.04	-999	1.8000	60	B	2	50	
1173	1173	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1174	1174	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1175	1175	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1176	1176	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1177	1177	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1178	1178	158434	  44.6500	-106.8920	4432.81	-999	1.5600	60	B	2	50	
1179	1179	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
118	118	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1180	1180	158429	  44.6500	-107.1000	5506.04	-999	1.8000	60	B	2	50	
1181	1181	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1182	1182	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1183	1183	158430	  44.6500	-107.0580	4849.87	-999	1.5600	60	B	2	50	
1184	1184	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1185	1185	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1186	1186	158429	  44.6500	-107.1000	5506.04	-999	1.8000	60	B	2	50	
1187	1187	158430	  44.6500	-107.0580	4849.87	-999	1.5600	60	B	2	50	
1188	1188	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1189	1189	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
119	119	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1190	1190	158429	  44.6500	-107.1000	5506.04	-999	1.5600	60	B	2	50	
1191	1191	158432	  44.6500	-106.9750	4379.13	-999	1.9200	60	B	2	50	
1192	1192	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1193	1193	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1194	1194	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1195	1195	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1196	1196	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1197	1197	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1198	1198	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1199	1199	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
12	12	155660	  44.7330	-106.9750	4030.05	-999	1.8000	60	B	2	50	
120	120	158436	  44.6500	-106.8080	4351.44	-999	1.9200	60	B	2	50	
1200	1200	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1201	1201	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1202	1202	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1203	1203	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1204	1204	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1205	1205	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1206	1206	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1207	1207	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1208	1208	158432	  44.6500	-106.9750	4379.13	-999	1.8400	60	B	2	50	
1209	1209	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
121	121	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1210	1210	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1211	1211	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1212	1212	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1213	1213	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1214	1214	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1215	1215	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1216	1216	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1217	1217	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1218	1218	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1219	1219	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
122	122	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1220	1220	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1221	1221	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1222	1222	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1223	1223	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1224	1224	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1225	1225	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1226	1226	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1227	1227	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1228	1228	158436	  44.6500	-106.8080	4351.44	-999	1.9129	60	B	2	50	
1229	1229	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
123	123	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1230	1230	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1231	1231	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1232	1232	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1233	1233	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1234	1234	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1235	1235	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1236	1236	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1237	1237	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1238	1238	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1239	1239	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
124	124	158430	  44.6500	-107.0580	4849.87	-999	1.4400	60	B	2	50	
1240	1240	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1241	1241	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1242	1242	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1243	1243	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1244	1244	158434	  44.6500	-106.8920	4432.81	-999	1.5600	60	B	2	50	
1245	1245	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1246	1246	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1247	1247	158436	  44.6500	-106.8080	4351.44	-999	1.7816	60	B	2	50	
1248	1248	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1249	1249	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
125	125	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1250	1250	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1251	1251	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1252	1252	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1253	1253	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1254	1254	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1255	1255	158436	  44.6500	-106.8080	4351.44	-999	1.9200	60	B	2	50	
1256	1256	158430	  44.6500	-107.0580	4849.87	-999	1.6952	60	B	2	50	
1257	1257	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1258	1258	158432	  44.6500	-106.9750	4379.13	-999	1.5600	60	B	2	50	
1259	1259	158436	  44.6500	-106.8080	4351.44	-999	1.7268	60	B	2	50	
126	126	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1260	1260	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1261	1261	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1262	1262	158431	  44.6500	-107.0170	4424.93	-999	1.7124	60	B	2	50	
1263	1263	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1264	1264	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1265	1265	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1266	1266	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1267	1267	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1268	1268	158431	  44.6500	-107.0170	4424.93	-999	1.9200	60	B	2	50	
1269	1269	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
127	127	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1270	1270	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1271	1271	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1272	1272	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1273	1273	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1274	1274	158436	  44.6500	-106.8080	4351.44	-999	1.9162	60	B	2	50	
1275	1275	158436	  44.6500	-106.8080	4351.44	-999	1.5600	60	B	2	50	
1276	1276	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1277	1277	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1278	1278	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1279	1279	158436	  44.6500	-106.8080	4351.44	-999	1.9200	60	B	2	50	
128	128	158431	  44.6500	-107.0170	4424.93	-999	1.6800	60	B	2	50	
1280	1280	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1281	1281	158431	  44.6500	-107.0170	4424.93	-999	1.7427	60	B	2	50	
1282	1282	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1283	1283	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1284	1284	158435	  44.6500	-106.8500	4330.31	-999	1.5600	60	B	2	50	
1285	1285	159817	  44.6080	-107.0170	4959.06	-999	1.6800	60	B	2	50	
1286	1286	158434	  44.6500	-106.8920	4432.81	-999	1.5600	60	B	2	50	
1287	1287	158431	  44.6500	-107.0170	4424.93	-999	1.6800	60	B	2	50	
1288	1288	158435	  44.6500	-106.8500	4330.31	-999	1.9200	60	B	2	50	
1289	1289	158430	  44.6500	-107.0580	4849.87	-999	1.5600	60	B	2	50	
129	129	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1290	1290	158436	  44.6500	-106.8080	4351.44	-999	1.7245	60	B	2	50	
1291	1291	158436	  44.6500	-106.8080	4351.44	-999	1.9200	60	B	2	50	
1292	1292	158435	  44.6500	-106.8500	4330.31	-999	1.6800	60	B	2	50	
1293	1293	158435	  44.6500	-106.8500	4330.31	-999	1.6800	60	B	2	50	
1294	1294	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1295	1295	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1296	1296	158433	  44.6500	-106.9330	4479.66	-999	1.6800	60	B	2	50	
1297	1297	158431	  44.6500	-107.0170	4424.93	-999	1.7421	60	B	2	50	
1298	1298	158436	  44.6500	-106.8080	4351.44	-999	1.9200	60	B	2	50	
1299	1299	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
13	13	155656	  44.7330	-107.1420	4298.43	-999	1.8445	60	B	2	50	
130	130	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1300	1300	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1301	1301	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1302	1302	159817	  44.6080	-107.0170	4959.06	-999	1.8000	60	B	2	50	
1303	1303	158431	  44.6500	-107.0170	4424.93	-999	1.8000	60	B	2	50	
1304	1304	158433	  44.6500	-106.9330	4479.66	-999	1.5600	60	B	2	50	
1305	1305	158434	  44.6500	-106.8920	4432.81	-999	1.6800	60	B	2	50	
1306	1306	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1307	1307	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1308	1308	159817	  44.6080	-107.0170	4959.06	-999	1.6800	60	B	2	50	
1309	1309	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
