ET Cell ID	ET Cell Name	Ref ET MET ID	Met Latitude	Met Longitude	Met Elevation (feet)	Area weighted average Permeability - in/hr	Area weighted average WHC - in/ft	Average soil depth - in	Hydrologic Group (A-C) (A='coarse'  B='medium')	Hydrologic Group  (1-3) (1='coarse' 2='medium')	Aridity Rating (fromHuntington plus google)	Ref ET Data Path
131	131	158432	  44.6500	-106.9750	4379.13	-999	1.6800	60	B	2	50	
1310	1310	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1311	1311	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1312	1312	159819	  44.6080	-106.9330	5643.04	-999	1.7873	60	B	2	50	
1313	1313	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1314	1314	159822	  44.6080	-106.8080	4464.83	-999	1.9200	60	B	2	50	
1315	1315	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1316	1316	159817	  44.6080	-107.0170	4959.06	-999	1.8000	60	B	2	50	
1317	1317	159821	  44.6080	-106.8500	4499.34	-999	1.9200	60	B	2	50	
1318	1318	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1319	1319	159816	  44.6080	-107.0580	5962.60	-999	1.8000	60	B	2	50	
132	132	158431	  44.6500	-107.0170	4424.93	-999	1.6800	60	B	2	50	
1320	1320	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1321	1321	159816	  44.6080	-107.0580	5962.60	-999	1.8000	60	B	2	50	
1322	1322	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1323	1323	159816	  44.6080	-107.0580	5962.60	-999	1.5600	60	B	2	50	
1324	1324	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1325	1325	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1326	1326	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1327	1327	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1328	1328	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1329	1329	159817	  44.6080	-107.0170	4959.06	-999	1.5819	60	B	2	50	
133	133	158430	  44.6500	-107.0580	4849.87	-999	1.8000	60	B	2	50	
1330	1330	159817	  44.6080	-107.0170	4959.06	-999	1.6800	60	B	2	50	
1331	1331	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1332	1332	159822	  44.6080	-106.8080	4464.83	-999	1.9200	60	B	2	50	
1333	1333	159816	  44.6080	-107.0580	5962.60	-999	1.4705	60	B	2	50	
1334	1334	159821	  44.6080	-106.8500	4499.34	-999	1.7680	60	B	2	50	
1335	1335	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1336	1336	159821	  44.6080	-106.8500	4499.34	-999	1.9200	60	B	2	50	
1337	1337	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1338	1338	159820	  44.6080	-106.8920	4945.67	-999	1.5600	60	B	2	50	
1339	1339	159821	  44.6080	-106.8500	4499.34	-999	1.6853	60	B	2	50	
134	134	147341	  44.9830	-107.1000	4415.49	-999	1.5600	60	B	2	50	
1340	1340	159821	  44.6080	-106.8500	4499.34	-999	1.9139	60	B	2	50	
1341	1341	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1342	1342	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1343	1343	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1344	1344	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1345	1345	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1346	1346	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1347	1347	159821	  44.6080	-106.8500	4499.34	-999	1.6955	60	B	2	50	
1348	1348	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1349	1349	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
135	135	147342	  44.9830	-107.0580	4249.08	-999	2.1600	60	B	2	50	
1350	1350	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1351	1351	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1352	1352	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1353	1353	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1354	1354	161206	  44.5670	-106.8920	5252.49	-999	1.6800	60	B	2	50	
1355	1355	161207	  44.5670	-106.8500	4904.46	-999	1.6800	60	B	2	50	
1356	1356	161207	  44.5670	-106.8500	4904.46	-999	1.6800	60	B	2	50	
1357	1357	161207	  44.5670	-106.8500	4904.46	-999	1.6800	60	B	2	50	
1358	1358	161206	  44.5670	-106.8920	5252.49	-999	1.6800	60	B	2	50	
1359	1359	161207	  44.5670	-106.8500	4904.46	-999	1.5600	60	B	2	50	
136	136	147344	  44.9830	-106.9750	3852.23	-999	2.1600	60	B	2	50	
1360	1360	161207	  44.5670	-106.8500	4904.46	-999	1.6800	60	B	2	50	
1361	1361	161207	  44.5670	-106.8500	4904.46	-999	1.6800	60	B	2	50	
1362	1362	140421	  45.1920	-106.6830	3506.69	-999	1.8000	60	B	2	50	
1363	1363	139035	  45.2330	-106.6830	3393.44	-999	1.7215	60	B	2	50	
1364	1364	140421	  45.1920	-106.6830	3506.69	-999	1.8000	60	B	2	50	
1365	1365	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1366	1366	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1367	1367	139035	  45.2330	-106.6830	3393.44	-999	1.7912	60	B	2	50	
1368	1368	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1369	1369	139036	  45.2330	-106.6420	3386.75	-999	1.8000	60	B	2	50	
137	137	147344	  44.9830	-106.9750	3852.23	-999	2.1600	60	B	2	50	
1370	1370	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1371	1371	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1372	1372	139036	  45.2330	-106.6420	3386.75	-999	1.8000	60	B	2	50	
1373	1373	137650	  45.2750	-106.6420	3382.15	-999	1.8000	60	B	2	50	
1374	1374	137650	  45.2750	-106.6420	3382.15	-999	1.8000	60	B	2	50	
1375	1375	137650	  45.2750	-106.6420	3382.15	-999	1.7885	60	B	2	50	
1376	1376	137651	  45.2750	-106.6000	3304.72	-999	1.8000	60	B	2	50	
1377	1377	137651	  45.2750	-106.6000	3304.72	-999	1.8000	60	B	2	50	
1378	1378	137652	  45.2750	-106.5580	3480.58	-999	1.7857	60	B	2	50	
1379	1379	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
138	138	147344	  44.9830	-106.9750	3852.23	-999	2.1600	60	B	2	50	
1380	1380	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
1381	1381	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
1382	1382	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1383	1383	136266	  45.3170	-106.5580	3406.69	-999	1.7919	60	B	2	50	
1384	1384	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
1385	1385	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1386	1386	136266	  45.3170	-106.5580	3406.69	-999	1.7967	60	B	2	50	
1387	1387	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1388	1388	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1389	1389	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
139	139	147344	  44.9830	-106.9750	3852.23	-999	2.1600	60	B	2	50	
1390	1390	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1391	1391	136267	  45.3170	-106.5170	3206.17	-999	1.5600	60	B	2	50	
1392	1392	136267	  45.3170	-106.5170	3206.17	-999	1.5840	60	B	2	50	
1393	1393	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1394	1394	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1395	1395	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1396	1396	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1397	1397	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1398	1398	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1399	1399	134881	  45.3580	-106.5170	3215.88	-999	1.7910	60	B	2	50	
14	14	155657	  44.7330	-107.1000	4240.03	-999	1.8009	60	B	2	50	
140	140	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1400	1400	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1401	1401	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1402	1402	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1403	1403	139036	  45.2330	-106.6420	3386.75	-999	1.6460	60	B	2	50	
1404	1404	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1405	1405	137650	  45.2750	-106.6420	3382.15	-999	1.8000	60	B	2	50	
1406	1406	137651	  45.2750	-106.6000	3304.72	-999	1.8000	60	B	2	50	
1407	1407	137651	  45.2750	-106.6000	3304.72	-999	1.7482	60	B	2	50	
1408	1408	137651	  45.2750	-106.6000	3304.72	-999	1.7937	60	B	2	50	
1409	1409	137652	  45.2750	-106.5580	3480.58	-999	1.7744	60	B	2	50	
141	141	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1410	1410	136267	  45.3170	-106.5170	3206.17	-999	1.7716	60	B	2	50	
1411	1411	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1412	1412	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1413	1413	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1414	1414	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1415	1415	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1416	1416	139035	  45.2330	-106.6830	3393.44	-999	1.5600	60	B	2	50	
1417	1417	139035	  45.2330	-106.6830	3393.44	-999	1.8000	60	B	2	50	
1418	1418	137650	  45.2750	-106.6420	3382.15	-999	1.8000	60	B	2	50	
1419	1419	137650	  45.2750	-106.6420	3382.15	-999	1.7745	60	B	2	50	
142	142	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1420	1420	137651	  45.2750	-106.6000	3304.72	-999	1.8000	60	B	2	50	
1421	1421	136266	  45.3170	-106.5580	3406.69	-999	1.8000	60	B	2	50	
1422	1422	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1423	1423	134881	  45.3580	-106.5170	3215.88	-999	1.8000	60	B	2	50	
1424	1424	134882	  45.3580	-106.4750	3328.61	-999	1.8000	60	B	2	50	
1425	1425	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1426	1426	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1427	1427	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1428	1428	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1429	1429	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
143	143	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1430	1430	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1431	1431	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1432	1432	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1433	1433	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1434	1434	133496	  45.4000	-106.4750	3144.62	-999	1.8000	60	B	2	50	
1435	1435	136267	  45.3170	-106.5170	3206.17	-999	1.8000	60	B	2	50	
1436	1436	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1437	1437	137654	  45.2750	-106.4750	3421.52	-999	1.7750	60	B	2	50	
1438	1438	137654	  45.2750	-106.4750	3421.52	-999	1.5628	60	B	2	50	
1439	1439	137654	  45.2750	-106.4750	3421.52	-999	1.7917	60	B	2	50	
144	144	147347	  44.9830	-106.8500	3585.96	-999	1.9200	60	B	2	50	
1440	1440	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1441	1441	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1442	1442	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1443	1443	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1444	1444	137654	  45.2750	-106.4750	3421.52	-999	1.8000	60	B	2	50	
1445	1445	139040	  45.2330	-106.4750	3471.13	-999	1.7617	60	B	2	50	
1446	1446	139040	  45.2330	-106.4750	3471.13	-999	1.7023	60	B	2	50	
1447	1447	139040	  45.2330	-106.4750	3471.13	-999	1.5600	60	B	2	50	
1448	1448	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1449	1449	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
145	145	147345	  44.9830	-106.9330	3686.88	-999	2.1600	60	B	2	50	
1450	1450	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1451	1451	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1452	1452	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1453	1453	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1454	1454	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1455	1455	139040	  45.2330	-106.4750	3471.13	-999	1.5600	60	B	2	50	
1456	1456	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1457	1457	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1458	1458	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1459	1459	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
146	146	147342	  44.9830	-107.0580	4249.08	-999	2.1179	60	B	2	50	
1460	1460	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1461	1461	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1462	1462	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1463	1463	139039	  45.2330	-106.5170	3664.04	-999	1.5600	60	B	2	50	
1464	1464	132111	  45.4420	-106.4330	3156.04	-999	1.8000	60	B	2	50	
1465	1465	132111	  45.4420	-106.4330	3156.04	-999	1.7715	60	B	2	50	
1466	1466	132112	  45.4420	-106.3920	3102.62	-999	1.6796	60	B	2	50	
1467	1467	132111	  45.4420	-106.4330	3156.04	-999	1.8000	60	B	2	50	
1468	1468	132111	  45.4420	-106.4330	3156.04	-999	1.6263	60	B	2	50	
1469	1469	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
147	147	147346	  44.9830	-106.8920	3571.00	-999	1.9200	60	B	2	50	
1470	1470	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1471	1471	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1472	1472	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1473	1473	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1474	1474	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1475	1475	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1476	1476	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1477	1477	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1478	1478	130726	  45.4830	-106.3920	3151.44	-999	1.8000	60	B	2	50	
1479	1479	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
148	148	147348	  44.9830	-106.8080	3577.56	-999	1.9200	60	B	2	50	
1480	1480	130726	  45.4830	-106.3920	3151.44	-999	1.8000	60	B	2	50	
1481	1481	133497	  45.4000	-106.4330	3161.55	-999	1.8000	60	B	2	50	
1482	1482	132112	  45.4420	-106.3920	3102.62	-999	1.8000	60	B	2	50	
1483	1483	130727	  45.4830	-106.3500	3066.80	-999	1.8000	60	B	2	50	
1484	1484	130727	  45.4830	-106.3500	3066.80	-999	1.7956	60	B	2	50	
1485	1485	129341	  45.5250	-106.3500	3147.38	-999	1.8000	60	B	2	50	
1486	1486	129341	  45.5250	-106.3500	3147.38	-999	1.8000	60	B	2	50	
1487	1487	129341	  45.5250	-106.3500	3147.38	-999	1.8000	60	B	2	50	
1488	1488	129341	  45.5250	-106.3500	3147.38	-999	1.8000	60	B	2	50	
1489	1489	129342	  45.5250	-106.3080	3030.71	-999	1.8000	60	B	2	50	
149	149	147348	  44.9830	-106.8080	3577.56	-999	1.9200	60	B	2	50	
1490	1490	129342	  45.5250	-106.3080	3030.71	-999	1.8000	60	B	2	50	
1491	1491	129342	  45.5250	-106.3080	3030.71	-999	1.8000	60	B	2	50	
1492	1492	127956	  45.5670	-106.3080	3060.89	-999	1.7992	60	B	2	50	
1493	1493	127956	  45.5670	-106.3080	3060.89	-999	1.8000	60	B	2	50	
1494	1494	130727	  45.4830	-106.3500	3066.80	-999	1.7978	60	B	2	50	
1495	1495	130727	  45.4830	-106.3500	3066.80	-999	1.8000	60	B	2	50	
1496	1496	129342	  45.5250	-106.3080	3030.71	-999	1.8000	60	B	2	50	
1497	1497	129342	  45.5250	-106.3080	3030.71	-999	1.8000	60	B	2	50	
1498	1498	127956	  45.5670	-106.3080	3060.89	-999	1.8000	60	B	2	50	
1499	1499	127956	  45.5670	-106.3080	3060.89	-999	1.8000	60	B	2	50	
15	15	155660	  44.7330	-106.9750	4030.05	-999	1.8000	60	B	2	50	
150	150	147345	  44.9830	-106.9330	3686.88	-999	2.1600	60	B	2	50	
1500	1500	127956	  45.5670	-106.3080	3060.89	-999	1.8000	60	B	2	50	
1501	1501	127956	  45.5670	-106.3080	3060.89	-999	1.8000	60	B	2	50	
1502	1502	127956	  45.5670	-106.3080	3060.89	-999	1.7982	60	B	2	50	
1503	1503	127957	  45.5670	-106.2670	3048.95	-999	1.8000	60	B	2	50	
1504	1504	127956	  45.5670	-106.3080	3060.89	-999	1.7968	60	B	2	50	
1505	1505	127956	  45.5670	-106.3080	3060.89	-999	1.7599	60	B	2	50	
1506	1506	126570	  45.6080	-106.3080	3164.30	-999	1.5600	60	B	2	50	
1507	1507	126571	  45.6080	-106.2670	2983.60	-999	1.5600	60	B	2	50	
1508	1508	126570	  45.6080	-106.3080	3164.30	-999	1.5600	60	B	2	50	
1509	1509	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
151	151	159822	  44.6080	-106.8080	4464.83	-999	1.9200	60	B	2	50	
1510	1510	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1511	1511	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1512	1512	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1513	1513	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1514	1514	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1515	1515	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1516	1516	126571	  45.6080	-106.2670	2983.60	-999	1.7296	60	B	2	50	
1517	1517	126571	  45.6080	-106.2670	2983.60	-999	1.7641	60	B	2	50	
1518	1518	126571	  45.6080	-106.2670	2983.60	-999	1.5600	60	B	2	50	
1519	1519	126571	  45.6080	-106.2670	2983.60	-999	1.7707	60	B	2	50	
152	152	159821	  44.6080	-106.8500	4499.34	-999	1.9200	60	B	2	50	
1520	1520	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1521	1521	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1522	1522	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1523	1523	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1524	1524	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1525	1525	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1526	1526	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1527	1527	125185	  45.6500	-106.2670	3027.30	-999	1.7742	60	B	2	50	
1528	1528	125185	  45.6500	-106.2670	3027.30	-999	1.8000	60	B	2	50	
1529	1529	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
153	153	159821	  44.6080	-106.8500	4499.34	-999	1.8043	60	B	2	50	
1530	1530	125185	  45.6500	-106.2670	3027.30	-999	1.8000	60	B	2	50	
1531	1531	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1532	1532	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1533	1533	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1534	1534	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1535	1535	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1536	1536	125184	  45.6500	-106.3080	3071.13	-999	1.8000	60	B	2	50	
1537	1537	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1538	1538	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1539	1539	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
154	154	159817	  44.6080	-107.0170	4959.06	-999	1.5600	60	B	2	50	
1540	1540	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1541	1541	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1542	1542	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1543	1543	123798	  45.6920	-106.3080	3007.87	-999	1.6349	60	B	2	50	
1544	1544	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1545	1545	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1546	1546	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1547	1547	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1548	1548	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1549	1549	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
155	155	159822	  44.6080	-106.8080	4464.83	-999	1.9200	60	B	2	50	
1550	1550	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1551	1551	119641	  45.8170	-106.2670	2956.04	-999	1.8000	60	B	2	50	
1552	1552	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1553	1553	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1554	1554	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1555	1555	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1556	1556	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1557	1557	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1558	1558	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1559	1559	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
156	156	159816	  44.6080	-107.0580	5962.60	-999	1.8000	60	B	2	50	
1560	1560	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1561	1561	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1562	1562	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1563	1563	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1564	1564	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1565	1565	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1566	1566	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1567	1567	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
1568	1568	118257	  45.8580	-106.1830	2829.79	-999	1.8000	60	B	2	50	
1569	1569	118256	  45.8580	-106.2250	2829.00	-999	1.8000	60	B	2	50	
157	157	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1570	1570	125185	  45.6500	-106.2670	3027.30	-999	1.7641	60	B	2	50	
1571	1571	125185	  45.6500	-106.2670	3027.30	-999	1.7917	60	B	2	50	
1572	1572	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1573	1573	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1574	1574	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1575	1575	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1576	1576	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1577	1577	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1578	1578	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1579	1579	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
158	158	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
1580	1580	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1581	1581	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1582	1582	125185	  45.6500	-106.2670	3027.30	-999	1.8000	60	B	2	50	
1583	1583	126571	  45.6080	-106.2670	2983.60	-999	1.8000	60	B	2	50	
1584	1584	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1585	1585	123798	  45.6920	-106.3080	3007.87	-999	1.7997	60	B	2	50	
1586	1586	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1587	1587	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1588	1588	123798	  45.6920	-106.3080	3007.87	-999	1.8000	60	B	2	50	
1589	1589	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
159	159	159820	  44.6080	-106.8920	4945.67	-999	1.6800	60	B	2	50	
1590	1590	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1591	1591	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1592	1592	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1593	1593	121027	  45.7750	-106.2670	2874.15	-999	1.8000	60	B	2	50	
1594	1594	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1595	1595	119641	  45.8170	-106.2670	2956.04	-999	1.8000	60	B	2	50	
1596	1596	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1597	1597	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1598	1598	119642	  45.8170	-106.2250	2821.65	-999	1.8000	60	B	2	50	
1599	1599	118256	  45.8580	-106.2250	2829.00	-999	1.8320	60	B	2	50	
16	16	155662	  44.7330	-106.8920	4144.36	-999	1.9200	60	B	2	50	
160	160	159821	  44.6080	-106.8500	4499.34	-999	1.6800	60	B	2	50	
